village_officer_domain,village_officer_domain_no,house_address,nic,gender,district
KalFunai  03A,KP/59/2,151/1,469296,M,ampara
Chenaikudiyiruppu 01,KP/69/1,153/B,465122,F,ampara
Chenaikudiyiruppu 01,KP/69/1,173,531737,F,ampara
Chenaikudiyiruppu 01,KP/69/1,209,942456,F,ampara
Chenaikudiyiruppu 01B,KP/69/3,32/A,847182,F,ampara
Chenaikudiyiruppu 01B,KP/69/3,41,109819,F,ampara
Chenaikudiyiruppu 01B,KP/69/3,73/B,933993,M,ampara
Chenaikudiyiruppu 01B,KP/69/3,123,754792,M,ampara
Chenaikudiyiruppu 01B,KP/69/3,224,591264,F,ampara
Chenaikudiyiruppu 01B,KP/69/3,236,281648,M,ampara
Chenaikudiyiruppu 01B,KP/69/3,284/2,590056,F,ampara
Chenaikudiyiruppu 01A,KP/69/2,43/A,951994,F,ampara
Chenaikudiyiruppu 01A,KP/69/2,62,176469,M,ampara
Chenaikudiyiruppu 01A,KP/69/2,85,751836,M,ampara
Chenaikudiyiruppu 01A,KP/69/2,201,862825,M,ampara
Chenaikudiyiruppu 01A,KP/69/2,242,241895,M,ampara
Chenaikudiyiruppu 01A,KP/69/2,383,438029,F,ampara
Chenaikudiyiruppu 01A,KP/69/2,311,859269,M,ampara
Chenaikudiyiruppu 01A,KP/69/2,318,124355,M,ampara
Chenaikudiyiruppu 01A,KP/69/2,325/A,985113,M,ampara
Chenaikudiyiruppu 01A,KP/69/2,392,84934,F,ampara
NatpiddiFunai (T.P ) 01,KP/62/1,22,842625,M,ampara
NatpiddiFunai (T.P ) 01,KP/62/1,49,279072,M,ampara
NatpiddiFunai (T.P ) 01,KP/62/1,58/A,301227,M,ampara
NatpiddiFunai (T.P ) 01,KP/62/1,100/A,567601,F,ampara
NatpiddiFunai (T.P ) 01,KP/62/1,114,175311,F,ampara
NatpiddiFunai (T.P ) 01,KP/62/1,131,303010,F,ampara
NatpiddiFunai (T.P ) 01,KP/62/1,165/A,193437,M,ampara
NatpiddiFunai (T.P ) 01,KP/62/1,205,80286,F,ampara
NatpiddiFunai (T.P ) 01,KP/62/1,220/A,509482,F,ampara
NatpiddiFunai (T.P ) 01,KP/62/1,236,693462,M,ampara
NatpiddiFunai (T.P ) 01,KP/62/1,259/A,617660,F,ampara
NatpiddiFunai (T.P ) 01,KP/62/1,384,846575,F,ampara
NatpiddiFunai (T.P ) 02,KP/62/2,57/A,584616,M,ampara
NatpiddiFunai (T.P ) 02,KP/62/2,71/A,454790,F,ampara
NatpiddiFunai (T.P ) 02,KP/62/2,114,726550,M,ampara
NatpiddiFunai (T.P ) 02,KP/62/2,149,495218,F,ampara
NatpiddiFunai (T.P ) 02,KP/62/2,184/A,693622,F,ampara
NatpiddiFunai (T.P ) 02,KP/62/2,203,340506,M,ampara
NatpiddiFunai (T.P ) 02,KP/62/2,216,573765,F,ampara
NatpiddiFunai (T.P ) 03,KP/62/3,8,273776,F,ampara
NatpiddiFunai (T.P ) 03,KP/62/3,22/A,884049,M,ampara
NatpiddiFunai (T.P ) 03,KP/62/3,38/1,593275,M,ampara
NatpiddiFunai (T.P ) 03,KP/62/3,57/4/B,699968,F,ampara
NatpiddiFunai (T.P ) 03,KP/62/3,123/2,446721,F,ampara
NatpiddiFunai (T.P ) 03,KP/62/3,132/1/A,339874,M,ampara
NatpiddiFunai (T.P ) 03,KP/62/3,163/1,424662,F,ampara
NatpiddiFunai (T.P ) 03,KP/62/3,204,369637,F,ampara
Pandiruppu 01,KP/66/1,65/A/2,636675,F,ampara
Pandiruppu 01,KP/66/1,98/A/1,455388,F,ampara
Pandiruppu 01,KP/66/1,178/11/F,570852,M,ampara
Pandiruppu 01,KP/66/1,178/11/F,688745,F,ampara
Pandiruppu 01,KP/66/1,178/C/1,252750,F,ampara
Pandiruppu 01,KP/66/1,208/A,316804,F,ampara
Pandiruppu 01,KP/66/1,245/1,665883,F,ampara
Pandiruppu 01,KP/66/1,40,877476,F,ampara
Pandiruppu 01,KP/66/1,51/B,178536,F,ampara
Pandiruppu 01,KP/66/1,77/A,998435,F,ampara
Pandiruppu 01B,KP/66/3,110,958043,M,ampara
Pandiruppu 01B,KP/66/3,113/D,255627,M,ampara
Pandiruppu 01B,KP/66/3,131,148965,M,ampara
Pandiruppu 01B,KP/66/3,131/2,331842,M,ampara
Pandiruppu 01B,KP/66/3,140/B,268074,F,ampara
Pandiruppu 01B,KP/66/3,148/7,591033,M,ampara
Pandiruppu 01B,KP/66/3,155,508980,M,ampara
Pandiruppu 01B,KP/66/3,158/1,781459,M,ampara
Pandiruppu 01B,KP/66/3,160/A/2,642436,M,ampara
Pandiruppu 01B,KP/66/3,171/2/A,101406,F,ampara
Pandiruppu 01B,KP/66/3,174/1,437620,F,ampara
Pandiruppu 01B,KP/66/3,178/B/1,4264,F,ampara
Pandiruppu 01B,KP/66/3,216,743481,M,ampara
Pandiruppu 01B,KP/66/3,222,4489,M,ampara
Pandiruppu 01A,KP/66/2,4/A,483484,M,ampara
Pandiruppu 01A,KP/66/2,47/B,559204,M,ampara
Pandiruppu 01A,KP/66/2,52/C,651233,M,ampara
Pandiruppu 01A,KP/66/2,59/1,299909,F,ampara
Pandiruppu 01A,KP/66/2,153/C,30450,M,ampara
Pandiruppu 01A,KP/66/2,158/1,77905,M,ampara
Pandiruppu 01A,KP/66/2,163/1,315436,F,ampara
Pandiruppu 01A,KP/66/2,201,32055,F,ampara
Pandiruppu 02A,KP/66A/2,8,867621,M,ampara
Pandiruppu 02A,KP/66A/2,14/A,109835,F,ampara
Pandiruppu 02A,KP/66A/2,126,141328,M,ampara
Pandiruppu 02A,KP/66A/2,132,966589,M,ampara
Pandiruppu 02A,KP/66A/2,240,433573,M,ampara
Pandiruppu 02A,KP/66A/2,253,650849,M,ampara
Pandiruppu 02,KP/66A/1,254/1/B,782592,F,ampara
Pandiruppu 02,KP/66A/1,276/A/1,438016,M,ampara
Pandiruppu 02,KP/66A/1,302/B,819970,M,ampara
Pandiruppu 02,KP/66A/1,308/4,889448,F,ampara
Pandiruppu 02,KP/66A/1,313/6/A/1,220209,M,ampara
Pandiruppu 02,KP/66A/1,313/10/A,621958,F,ampara
Pandiruppu 02,KP/66A/1,314/8,67192,F,ampara
Pandiruppu 02,KP/66A/1,330/4,86311,M,ampara
Pandiruppu 02,KP/66A/1,359/A/1,284470,F,ampara
Pandiruppu 02,KP/66A/1,392/A/2/1,373090,M,ampara
Pandiruppu 02B,KP/66A/3,406/A,314869,F,ampara
Pandiruppu 02B,KP/66A/3,436/B,608030,M,ampara
Pandiruppu 02B,KP/66A/3,479,364180,M,ampara
Pandiruppu 02B,KP/66A/3,496,516681,F,ampara
Pandiruppu 02B,KP/66A/3,507/B,784136,M,ampara
Pandiruppu 02B,KP/66A/3,521,575202,M,ampara
Pandiruppu 02C,KP/66A/4,457/A,867684,M,ampara
Pandiruppu 02C,KP/66A/4,517,532221,M,ampara
Pandiruppu 02C,KP/66A/4,525/1,361984,F,ampara
Pandiruppu 02C,KP/66A/4,634,113411,M,ampara
Periyaneelavanai  01,KP/71/1,5,358490,M,ampara
Periyaneelavanai  01,KP/71/1,15,735488,M,ampara
Periyaneelavanai  01,KP/71/1,54,771326,M,ampara
Periyaneelavanai  01,KP/71/1,106/A,223537,F,ampara
Periyaneelavanai  01,KP/71/1,125/A,54859,M,ampara
Periyaneelavanai  01,KP/71/1,155/C,859225,M,ampara
Periyaneelavanai  01,KP/71/1,221,145890,M,ampara
Periyaneelavanai  01,KP/71/1,359,628981,M,ampara
Periyaneelavanai  01,KP/71/1,368,931257,F,ampara
Periyaneelavanai  02,KP/71/4,45,26249,M,ampara
Periyaneelavanai  02,KP/71/4,74,899643,M,ampara
Periyaneelavanai  02,KP/71/4,95,697288,M,ampara
Periyaneelavanai  02,KP/71/4,99,951989,F,ampara
Periyaneelavanai  02,KP/71/4,111/A,633820,F,ampara
Periyaneelavanai  02,KP/71/4,138,617982,F,ampara
Periyaneelavanai  02,KP/71/4,209,497065,F,ampara
Periyaneelavanai  02,KP/71/4,216,887320,M,ampara
Periyaneelavanai  02,KP/71/4,255,379314,M,ampara
Periyaneelavanai  02,KP/71/4,277,856638,F,ampara
Periyaneelavanai  01A,KP/71/2,22/A,744022,M,ampara
Periyaneelavanai  01A,KP/71/2,62,681361,M,ampara
Periyaneelavanai  01A,KP/71/2,65,214775,M,ampara
Periyaneelavanai  01A,KP/71/2,102/A,670129,F,ampara
Periyaneelavanai  01A,KP/71/2,114/1,605767,F,ampara
Periyaneelavanai  01A,KP/71/2,117,487140,F,ampara
Periyaneelavanai  01A,KP/71/2,168/2,680431,F,ampara
Periyaneelavanai  01A,KP/71/2,177,934482,M,ampara
Periyaneelavanai  01A,KP/71/2,179,495491,M,ampara
Periyaneelavanai  01B,KP/71/3,63,745624,F,ampara
Periyaneelavanai  01B,KP/71/3,80,142523,M,ampara
Periyaneelavanai  01B,KP/71/3,136/A,637145,M,ampara
Periyaneelavanai  01B,KP/71/3,143,430919,M,ampara
Periyaneelavanai  01B,KP/71/3,169,791929,F,ampara
Periyaneelavanai  01B,KP/71/3,220,525591,F,ampara
Periyaneelavanai  01B,KP/71/3,386,92177,F,ampara
Periyaneelavanai  01B,KP/71/3,396,671408,M,ampara
Periyaneelavanai  01B,KP/71/3,589,819160,M,ampara
Periyaneelavanai  01B,KP/71/3,594,520535,M,ampara
Periyaneelavanai  01B,KP/71/3,600,453242,M,ampara
Periyaneelavanai  01B,KP/71/3,627,115328,F,ampara
Periyaneelavanai  01B,KP/71/3,B/6/S/9,949422,M,ampara
Periyaneelavanai  02,KP/71/4,42,596454,M,ampara
Periyaneelavanai  02,KP/71/4,58,863198,F,ampara
Periyaneelavanai  02,KP/71/4,75/A,433700,M,ampara
Periyaneelavanai  02,KP/71/4,94,659478,F,ampara
Periyaneelavanai  02,KP/71/4,108/A,898224,F,ampara
Periyaneelavanai  02,KP/71/4,116/B,702613,M,ampara
Periyaneelavanai  02,KP/71/4,150/42,640225,M,ampara
Periyaneelavanai  02,KP/71/4,150/56,133051,M,ampara
Periyaneelavanai  02,KP/71/4,156/A,773026,F,ampara
Periyaneelavanai  02,KP/71/4,235/1/A,447825,M,ampara
Periyaneelavanai  02,KP/71/4,237/B,681481,F,ampara
Periyaneelavanai  02,KP/71/4,264/C,623404,M,ampara
Periyaneelavanai  02,KP/71/4,265/B,57276,M,ampara
Islamabad & kalFunai Town,KP/59A,20,878139,F,ampara
Islamabad & kalFunai Town,KP/59A,40/C,84171,F,ampara
Islamabad & kalFunai Town,KP/59A,80/B,425111,F,ampara
Islamabad & kalFunai Town,KP/59A,108,97100,F,ampara
Islamabad & kalFunai Town,KP/59A,110/A,623567,F,ampara
KalFunaikudi 10,KP/56C,163/A,243578,M,ampara
KalFunaikudi 10,KP/56C,172/A/2/1,928473,M,ampara
KalFunaikudi 10,KP/56C,172/K/1,112225,F,ampara
KalFunaikudi 10,KP/56C,287/A,958993,F,ampara
KalFunaikudi 11,KP/56A,163/E/4,859223,M,ampara
KalFunaikudi 11,KP/56A,176/B,998547,M,ampara
KalFunaikudi 11,KP/56A,184/1,626244,M,ampara
KalFunaikudi 11,KP/56A,208/B,318407,F,ampara
KalFunaikudi 11,KP/56A,206/A,736338,M,ampara
KalFunaikudi 11,KP/56A,212/B/1,442547,M,ampara
KalFunaikudi 11,KP/56A,243/B,434326,M,ampara
KalFunaikudi 11,KP/56A,245/C,698311,F,ampara
KalFunaikudi 11,KP/56A,249/C,241637,F,ampara
KalFunaikudi 11,KP/56A,260/C,587367,M,ampara
KalFunaikudi 11,KP/56A,260/B,585910,F,ampara
KalFunaikudi 12,KP/55,302/C/2,425471,F,ampara
KalFunaikudi 12,KP/55,309/A,609488,F,ampara
KalFunaikudi 12,KP/55,326/B,870502,F,ampara
KalFunaikudi 12,KP/55,353/A/1,47792,M,ampara
KalFunaikudi 12,KP/55,358/A/1,531343,M,ampara
KalFunaikudi 12,KP/55,365/A,107936,F,ampara
KalFunaikudi 12,KP/55,369/C/1,515740,M,ampara
KalFunaikudi 12,KP/55,379/B/1,801712,M,ampara
KalFunaikudi 12,KP/55,380/A,81528,F,ampara
KalFunaikudi 12,KP/55,389/2,643715,M,ampara
KalFunaikudi 13,KP/54A,10,911503,M,ampara
KalFunaikudi 13,KP/54A,42/A/2,890830,F,ampara
KalFunaikudi 13,KP/54A,118/K/9,979508,F,ampara
KalFunaikudi 13,KP/54A,185,309605,M,ampara
KalFunaikudi 13,KP/54A,204/A,145664,M,ampara
KalFunaikudi 13,KP/54A,213,680368,M,ampara
KalFunaikudi 13,KP/54A,214/B/1,168352,F,ampara
KalFunaikudi 13,KP/54A,218/D,678900,M,ampara
KalFunaikudi 14,KP/54,3/A,923932,M,ampara
KalFunaikudi 14,KP/54,48/C/1,407171,M,ampara
KalFunaikudi 14,KP/54,56/A,789605,F,ampara
KalFunaikudi 14,KP/54,104/1,12240,M,ampara
KalFunaikudi 14,KP/54,118/F/4,678435,F,ampara
KalFunaikudi 14,KP/54,127/F,992740,M,ampara
KalFunaikudi 14,KP/54,138/D,550231,M,ampara
KalFunaikudi 14,KP/54,254,175303,F,ampara
KalFunaikudi 14,KP/54,255/B,77735,F,ampara
KalFunaikudi 14,KP/54,264/C,735219,F,ampara
KalFunaikudi 14,KP/54,267/C,799592,M,ampara
KalFunaikudi 14,KP/54,277/A,141047,F,ampara
KalFunaikudi 14,KP/54,287/A,861278,F,ampara
KalFunaikudi 14,KP/54,321/A/2,429173,F,ampara
NatpiddiFunai (M.P ) 01,KP/64A,21,715675,M,ampara
NatpiddiFunai (M.P ) 01,KP/64A,27,506658,F,ampara
NatpiddiFunai (M.P ) 01,KP/64A,27/A/3,291350,M,ampara
NatpiddiFunai (M.P ) 01,KP/64A,33/A/2,303306,M,ampara
NatpiddiFunai (M.P ) 01,KP/64A,38/3,229319,M,ampara
NatpiddiFunai (M.P ) 01,KP/64A,42/C,666414,F,ampara
NatpiddiFunai (M.P ) 01,KP/64A,46/A/1,460791,M,ampara
NatpiddiFunai (M.P ) 01,KP/64A,53/2,211900,M,ampara
NatpiddiFunai (M.P ) 01,KP/64A,150/A,986990,M,ampara
NatpiddiFunai (M.P ) 01,KP/64A,173/2,649309,M,ampara
NatpiddiFunai (M.P ) 02,KP/64B,69/1,664691,F,ampara
NatpiddiFunai (M.P ) 02,KP/64B,86/A,876091,F,ampara
NatpiddiFunai (M.P ) 02,KP/64B,86/B,176082,F,ampara
NatpiddiFunai (M.P ) 02,KP/64B,100/B,326604,F,ampara
NatpiddiFunai (M.P ) 02,KP/64B,100/E,414005,F,ampara
NatpiddiFunai (M.P ) 02,KP/64B,118/A/1,880942,M,ampara
NatpiddiFunai (M.P ) 02,KP/64B,121/A/1,787909,M,ampara
NatpiddiFunai (M.P ) 02,KP/64B,133/A/1,92374,F,ampara
NatpiddiFunai (M.P ) 02,KP/64B,133/A/3,989366,F,ampara
NatpiddiFunai (M.P ) 02,KP/64B,383,368913,M,ampara
NatpiddiFunai (M.P ) 03,KP/64,350/C/5,277929,M,ampara
NatpiddiFunai (M.P ) 03,KP/64,353/H/5,437979,M,ampara
NatpiddiFunai (M.P ) 03,KP/64,354/K/2/A,960065,F,ampara
NatpiddiFunai (M.P ) 03,KP/64,354/K/4,346614,F,ampara
NatpiddiFunai (M.P ) 03,KP/64,354/N/5/A,347437,M,ampara
NatpiddiFunai (M.P ) 03,KP/64,378/A,544834,F,ampara
NatpiddiFunai (M.P ) 04,KP/64C,385/B/1,401988,F,ampara
NatpiddiFunai (M.P ) 04,KP/64C,388/B,946318,F,ampara
NatpiddiFunai (M.P ) 04,KP/64C,389/A,248156,F,ampara
NatpiddiFunai (M.P ) 04,KP/64C,309/B/1/A,544229,M,ampara
NatpiddiFunai (M.P ) 04,KP/64C,316/E/1,334838,F,ampara
NatpiddiFunai (M.P ) 04,KP/64C,318/B,88823,F,ampara
NatpiddiFunai (M.P ) 04,KP/64C,338/3,520287,F,ampara
NatpiddiFunai (M.P ) 04,KP/64C,340/C,517112,F,ampara
NatpiddiFunai (M.P ) 04,KP/64C,344/1,396971,M,ampara
NatpiddiFunai (M.P ) 05,KP/64D,202/D,638325,F,ampara
NatpiddiFunai (M.P ) 05,KP/64D,206/A/3,405449,F,ampara
NatpiddiFunai (M.P ) 05,KP/64D,210/2,825636,F,ampara
NatpiddiFunai (M.P ) 05,KP/64D,210/C/1,57394,F,ampara
NatpiddiFunai (M.P ) 05,KP/64D,211,383327,M,ampara
NatpiddiFunai (M.P ) 05,KP/64D,217,580840,M,ampara
NatpiddiFunai (M.P ) 05,KP/64D,246/C,443336,F,ampara
MaruthaFunai 02,KP/67,21,331290,F,ampara
MaruthaFunai 02,KP/67,48,345565,M,ampara
MaruthaFunai 02,KP/67,58,160566,F,ampara
MaruthaFunai 02,KP/67,59,349966,M,ampara
MaruthaFunai 02,KP/67,95/B,380928,M,ampara
MaruthaFunai 02,KP/67,140,581213,M,ampara
MaruthaFunai 02,KP/67,164/A,978956,F,ampara
MaruthaFunai 02,KP/67,167/A/1,612429,F,ampara
MaruthaFunai 02,KP/67,167/D/2,317153,M,ampara
MaruthaFunai 01,KP/67B,41,786407,F,ampara
MaruthaFunai 01,KP/67B,81/B,17611,M,ampara
MaruthaFunai 01,KP/67B,85/A,784624,F,ampara
MaruthaFunai 01,KP/67B,146,655208,F,ampara
MaruthaFunai 01,KP/67B,165/A,445445,F,ampara
MaruthaFunai 03,KP/67A,203/A,24941,M,ampara
MaruthaFunai 03,KP/67A,208,97998,M,ampara
MaruthaFunai 03,KP/67A,208/1,460217,M,ampara
MaruthaFunai 03,KP/67A,218/A/1,955313,M,ampara
MaruthaFunai 03,KP/67A,226,203876,M,ampara
MaruthaFunai 03,KP/67A,245/A,596688,M,ampara
MaruthaFunai 03,KP/67A,251,802726,F,ampara
MaruthaFunai 03,KP/67A,268/A,286028,M,ampara
MaruthaFunai 03,KP/67A,389/C,622368,M,ampara
MaruthaFunai 03,KP/67A,305/B,693865,M,ampara
MaruthaFunai 03,KP/67A,310,450151,M,ampara
MaruthaFunai 03,KP/67A,311/A/4,607424,F,ampara
MaruthaFunai 03,KP/67A,326/B/3/B,168016,F,ampara
MaruthaFunai 03,KP/67A,550/B/5/2,99665,M,ampara
MaruthaFunai 03,KP/67A,552/A/4/A/3,350810,M,ampara
MaruthaFunai 03,KP/67A,552/B/4,199750,F,ampara
MaruthaFunai 03,KP/67A,556/A/2/A,494710,F,ampara
MaruthaFunai 03,KP/67A,556/N/6,706743,M,ampara
MaruthaFunai 03,KP/67A,557/N/4/B,988791,M,ampara
MaruthaFunai 03,KP/67A,566/1,798927,M,ampara
MaruthaFunai 04,KP/67C,11/B,118115,F,ampara
MaruthaFunai 04,KP/67C,16/A,705591,M,ampara
MaruthaFunai 04,KP/67C,72/H/3,283021,M,ampara
MaruthaFunai 04,KP/67C,75/7,390424,F,ampara
MaruthaFunai 04,KP/67C,101/2,825243,F,ampara
MaruthaFunai 04,KP/67C,104/1,67588,M,ampara
MaruthaFunai 04,KP/67C,114,796562,F,ampara
MaruthaFunai 04,KP/67C,150/A,617458,M,ampara
MaruthaFunai 04,KP/67C,153/1,546426,F,ampara
MaruthaFunai 03,KP/67A,.,366332,M,ampara
MaruthaFunai 03,KP/67A,376/D,539772,M,ampara
MaruthaFunai 03,KP/67A,382,768778,F,ampara
MaruthaFunai 03,KP/67A,389/1,49575,M,ampara
MaruthaFunai 03,KP/67A,438/B,282556,F,ampara
MaruthaFunai 03,KP/67A,449/A/4,573853,M,ampara
MaruthaFunai 03,KP/67A,450/A,385275,F,ampara
MaruthaFunai 03,KP/67A,472/B,260572,F,ampara
MaruthaFunai 03,KP/67A,474,638788,F,ampara
MaruthaFunai 03,KP/67A,476,995082,F,ampara
MaruthaFunai 03,KP/67A,490/A,574436,F,ampara
MaruthaFunai 03,KP/67A,491/1,659700,F,ampara
MaruthaFunai 03,KP/67A,496,423202,F,ampara
MaruthaFunai 03,KP/67A,503/A,43879,F,ampara
MaruthaFunai 03,KP/67A,504/1,40535,M,ampara
MaruthaFunai 03,KP/67A,515/B,725945,F,ampara
MaruthaFunai 03,KP/67A,520/D,730094,M,ampara
MaruthaFunai 03,KP/67A,531/A,267455,F,ampara
MaruthaFunai 03,KP/67A,539/B/1,870394,M,ampara
MaruthaFunai 03,KP/67A,556/B/4/A,891609,F,ampara
MaruthaFunai 03,KP/67A,557/X/4/2,726880,M,ampara
MaruthaFunai 03,KP/67A,557/Z/8,557256,F,ampara
MaruthaFunai 05,KP/67D,40/A,106874,M,ampara
MaruthaFunai 05,KP/67D,178/C,714891,F,ampara
MaruthaFunai 05,KP/67D,200/A,930988,M,ampara
MaruthaFunai 05,KP/67D,214,92325,F,ampara
MaruthaFunai 05,KP/67D,220/D/1,19251,M,ampara
MaruthaFunai 05,KP/67D,231/A/2,575868,M,ampara
MaruthaFunai 05,KP/67D,285,178531,M,ampara
MaruthaFunai 06,KP/68,104/B,643608,M,ampara
MaruthaFunai 06,KP/68,115,38072,M,ampara
MaruthaFunai 06,KP/68,130/A,589319,M,ampara
MaruthaFunai 06,KP/68,324,165597,F,ampara
MaruthaFunai 06,KP/68,332,470815,M,ampara
MaruthaFunai 06,KP/68,345,731740,F,ampara
MaruthaFunai 06,KP/68,355/2/A,43715,F,ampara
MaruthaFunai 06,KP/68,356/3,841640,M,ampara
MaruthaFunai 06,KP/68,356/C/2/E,811105,M,ampara
MaruthaFunai 06,KP/68,359/E,30955,M,ampara
MaruthaFunai 06,KP/68,361/B/1,105477,F,ampara
MaruthaFunai 06,KP/68,361/G/2/A,344215,F,ampara
MaruthaFunai 06,KP/68,364/D,941331,M,ampara
MaruthaFunai 06,KP/68,364/D,703768,M,ampara
MaruthaFunai 06,KP/68,365,899260,M,ampara
MaruthaFunai 06,KP/68,369,661176,M,ampara
MaruthaFunai 06,KP/68,372/1,957302,M,ampara
MaruthaFunai 06,KP/68,381/A,553959,M,ampara
MaruthaFunai 06,KP/68,385/B,252097,M,ampara
MaruthaFunai 06,KP/68,430,433776,F,ampara
MaruthaFunai 06,KP/68,43/2,558434,F,ampara
MaruthaFunai 06,KP/68,55/3/F/2/C,999310,M,ampara
MaruthaFunai 06,KP/68,55/4/D/2,44976,M,ampara
MaruthaFunai 06,KP/68,56/3,296543,F,ampara
MaruthaFunai 06,KP/68,56/31/F,340055,M,ampara
MaruthaFunai 06,KP/68,56/35/C,184173,M,ampara
MaruthaFunai 06,KP/68,58/3,570033,M,ampara
MaruthaFunai 06,KP/68,63/1,611769,M,ampara
Periyaneelavanai  MusliF Section,KP/72,31/B,990004,M,ampara
Periyaneelavanai  MusliF Section,KP/72,34,765623,F,ampara
Periyaneelavanai  MusliF Section,KP/72,35/B,932450,M,ampara
Periyaneelavanai  MusliF Section,KP/72,67,937061,F,ampara
Periyaneelavanai  MusliF Section,KP/72,176/A,958949,F,ampara
Periyaneelavanai  MusliF Section,KP/72,248/A,894666,F,ampara
Periyaneelavanai  MusliF Section,KP/72,277/A,832468,F,ampara
Periyaneelavanai  MusliF Section,KP/72,282/A,726084,F,ampara
Periyaneelavanai  MusliF Section,KP/72,306,509876,M,ampara
Periyaneelavanai  MusliF Section,KP/72,336,208508,M,ampara
Periyaneelavanai  MusliF Section,KP/72,358/A,333777,M,ampara
Periyaneelavanai  MusliF Section,KP/72,365/B,122831,M,ampara
Periyaneelavanai  MusliF Section,KP/72,369,17039,M,ampara
Periyaneelavanai  MusliF Section,KP/72A,15,857661,F,ampara
Periyaneelavanai  MusliF Section,KP/72A,15,247777,F,ampara
Periyaneelavanai  MusliF Section,KP/72A,58,988468,F,ampara
Periyaneelavanai  MusliF Section,KP/72A,107,943001,F,ampara
Periyaneelavanai  MusliF Section,KP/72A,122/B,617504,F,ampara
Periyaneelavanai  MusliF Section,KP/72A,176,687310,M,ampara
Periyaneelavanai  MusliF Section,KP/72A,206,792414,F,ampara
Periyaneelavanai  MusliF Section,KP/72A,224/A,962494,M,ampara
Central CaFp 05,SP/93E,23/3,916821,M,ampara
Central CaFp 05,SP/93E,57/3,479020,F,ampara
Central CaFp 05,SP/93E,58/B,599207,F,ampara
Central CaFp 05,SP/93E,58/B,79937,M,ampara
Central CaFp 05,SP/93E,60/5,250386,F,ampara
Central CaFp 05,SP/93E,66/C,177276,F,ampara
Central CaFp 05,SP/93E,81/C,507900,M,ampara
Central CaFp 05,SP/93E,95/6/B,103580,F,ampara
Central CaFp 05,SP/93E,95/07,50270,F,ampara
Central CaFp 06,SP/93F,7-Dec,89982,F,ampara
Central CaFp 06,SP/93F,40/4,674726,F,ampara
Central CaFp 06,SP/93F,148/C,497280,M,ampara
Central CaFp 06,SP/93F,150/A,13063,F,ampara
Central CaFp 06,SP/93F,151/C,977124,M,ampara
Central CaFp 06,SP/93F,154/J,739902,M,ampara
Annamalai 03,SP/95C,87/A,75956,M,ampara
Annamalai 03,SP/95C,88/B,762273,M,ampara
Annamalai 03,SP/95C,113/A,995163,M,ampara
Annamalai 03,SP/95C,120/B,187960,M,ampara
Annamalai 03,SP/95C,120/G,844176,M,ampara
Annamalai 03,SP/95C,125/B,159142,M,ampara
Central CaFp 01,SP/93A,73/5,445992,M,ampara
Central CaFp 01,SP/93A,81/5,104226,M,ampara
Central CaFp 01,SP/93A,83/5,394915,F,ampara
Central CaFp 01,SP/93A,84/2,458383,F,ampara
Central CaFp 01,SP/93A,85/3,25004,F,ampara
Central CaFp 01,SP/93A,90/7,616581,M,ampara
Central CaFp 01,SP/93A,110/3,597580,M,ampara
Central CaFp 01,SP/93A,220,886360,M,ampara
Central CaFp 01,SP/93A,141/5,887430,M,ampara
Central CaFp 01,SP/93A,145/1,717544,M,ampara
Central CaFp 02,SP/93B,6-Nov,123354,M,ampara
Central CaFp 02,SP/93B,30/1,511051,F,ampara
Central CaFp 02,SP/93B,46/2,167902,M,ampara
Central CaFp 02,SP/93B,130/1,572278,F,ampara
Central CaFp 02,SP/93B,179/1,771585,M,ampara
Central CaFp 03,SP/93C,96/1/F,922671,F,ampara
Central CaFp 03,SP/93C,98/A,9176,M,ampara
Central CaFp 03,SP/93C,110/C,582456,M,ampara
Central CaFp 03,SP/93C,42,454260,M,ampara
Central CaFp 03,SP/93C,48/C,922873,M,ampara
Central CaFp 03,SP/93C,75/A,742831,F,ampara
Central CaFp 04,SP/93D,112/B/3,901779,M,ampara
Central CaFp 04,SP/93D,120/1,501924,M,ampara
Central CaFp 04,SP/93D,120/5,750107,F,ampara
Central CaFp 04,SP/93D,134/2,515288,F,ampara
Central CaFp 04,SP/93D,135/E,625286,M,ampara
Central CaFp 04,SP/93D,144/D,488981,F,ampara
ChalaFbaikerny 01,SP/94A,36/15,464636,M,ampara
ChalaFbaikerny 01,SP/94A,36/20,214003,F,ampara
ChalaFbaikerny 01,SP/94A,38/9,51665,M,ampara
ChalaFbaikerny 01,SP/94A,48/9,11734,M,ampara
ChalaFbaikerny 01,SP/94A,49/2/A,766922,F,ampara
ChalaFbaikerny 01,SP/94A,53/1,502783,F,ampara
ChalaFbaikerny 01,SP/94A,53/6,875800,M,ampara
ChalaFbaikerny 01,SP/94A,66/2,295948,F,ampara
ChalaFbaikerny 01,SP/94A,68/1,498515,M,ampara
ChalaFbaikerny 01,SP/94A,72/7,836669,F,ampara
ChalaFbaikerny 01,SP/94A,75/3,179001,M,ampara
ChalaFbaikerny 01,SP/94A,90/2,332751,F,ampara
ChalaFbaikerny 01,SP/94A,94/1,143654,M,ampara
ChalaFbaikerny 01,SP/94A,99/6,400135,F,ampara
ChalaFbaikerny 01,SP/94A,101/12,762832,F,ampara
ChalaFbaikerny 01,SP/94A,104/3,165577,M,ampara
ChalaFbaikerny 01,SP/94A,104/18,591641,M,ampara
